index,gameweek,dayofweek,date,h_Team,score,a_Team,att,stadium,ref,report_link,h_scored,a_scored,id_game,h_r_before,a_r_before,h_r_after,a_r_after,h_result,a_result,h_score_diff,a_score_diff
2156,26,Sat,2022-02-19,West Ham,0,Newcastle Utd,0,London Stadium,0,https://fbref.com/en/stathead/matchup/squads/b2b47a98/7c21e445/Newcastle-United-vs-West-Ham-United-History,0,0,2156,1,1,0,0,0.5,0.5,0,0
2157,26,Sat,2022-02-19,Wolves,0,Leicester City,0,Molineux Stadium,0,https://fbref.com/en/stathead/matchup/squads/a2d435b3/8cec06e1/Leicester-City-vs-Wolverhampton-Wanderers-History,0,0,2157,1,1,0,0,0.5,0.5,0,0
2158,26,Sat,2022-02-19,Brighton,0,Burnley,0,The American Express Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/943e8050/Brighton-and-Hove-Albion-vs-Burnley-History,0,0,2158,1,1,0,0,0.5,0.5,0,0
2159,26,Sat,2022-02-19,Liverpool,0,Norwich City,0,Anfield,0,https://fbref.com/en/stathead/matchup/squads/822bd0ba/1c781004/Liverpool-vs-Norwich-City-History,0,0,2159,1,1,0,0,0.5,0.5,0,0
2160,27,Sat,2022-02-26,Arsenal,0,Liverpool,0,Emirates Stadium,0,https://fbref.com/en/stathead/matchup/squads/822bd0ba/18bb7c10/Liverpool-vs-Arsenal-History,0,0,2160,1,1,0,0,0.5,0.5,0,0
2161,27,Sat,2022-02-26,Leeds United,0,Tottenham,0,Elland Road,0,https://fbref.com/en/stathead/matchup/squads/5bfb9659/361ca564/Leeds-United-vs-Tottenham-Hotspur-History,0,0,2161,1,1,0,0,0.5,0.5,0,0
2162,27,Sat,2022-02-26,Chelsea,0,Leicester City,0,Stamford Bridge,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/a2d435b3/Chelsea-vs-Leicester-City-History,0,0,2162,1,1,0,0,0.5,0.5,0,0
2163,27,Sat,2022-02-26,Manchester Utd,0,Watford,0,Old Trafford,0,https://fbref.com/en/stathead/matchup/squads/2abfe087/19538871/Watford-vs-Manchester-United-History,0,0,2163,1,1,0,0,0.5,0.5,0,0
2164,27,Sat,2022-02-26,West Ham,0,Wolves,0,London Stadium,0,https://fbref.com/en/stathead/matchup/squads/8cec06e1/7c21e445/Wolverhampton-Wanderers-vs-West-Ham-United-History,0,0,2164,1,1,0,0,0.5,0.5,0,0
2165,27,Sat,2022-02-26,Crystal Palace,0,Burnley,0,Selhurst Park,0,https://fbref.com/en/stathead/matchup/squads/943e8050/47c64c55/Burnley-vs-Crystal-Palace-History,0,0,2165,1,1,0,0,0.5,0.5,0,0
2166,27,Sat,2022-02-26,Brentford,0,Newcastle Utd,0,Brentford Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/cd051869/b2b47a98/Brentford-vs-Newcastle-United-History,0,0,2166,1,1,0,0,0.5,0.5,0,0
2167,27,Sat,2022-02-26,Everton,0,Manchester City,0,Goodison Park,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/b8fd03ef/Everton-vs-Manchester-City-History,0,0,2167,1,1,0,0,0.5,0.5,0,0
2168,27,Sat,2022-02-26,Brighton,0,Aston Villa,0,The American Express Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/8602292d/Brighton-and-Hove-Albion-vs-Aston-Villa-History,0,0,2168,1,1,0,0,0.5,0.5,0,0
2169,27,Sat,2022-02-26,Southampton,0,Norwich City,0,St. Mary's Stadium,0,https://fbref.com/en/stathead/matchup/squads/33c895d4/1c781004/Southampton-vs-Norwich-City-History,0,0,2169,1,1,0,0,0.5,0.5,0,0
2170,28,Sat,2022-03-05,Tottenham,0,Everton,0,Tottenham Hotspur Stadium,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/361ca564/Everton-vs-Tottenham-Hotspur-History,0,0,2170,1,1,0,0,0.5,0.5,0,0
2171,28,Sat,2022-03-05,Aston Villa,0,Southampton,0,Villa Park,0,https://fbref.com/en/stathead/matchup/squads/8602292d/33c895d4/Aston-Villa-vs-Southampton-History,0,0,2171,1,1,0,0,0.5,0.5,0,0
2172,28,Sat,2022-03-05,Newcastle Utd,0,Brighton,0,St. James' Park,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/b2b47a98/Brighton-and-Hove-Albion-vs-Newcastle-United-History,0,0,2172,1,1,0,0,0.5,0.5,0,0
2173,28,Sat,2022-03-05,Norwich City,0,Brentford,0,Carrow Road,0,https://fbref.com/en/stathead/matchup/squads/cd051869/1c781004/Brentford-vs-Norwich-City-History,0,0,2173,1,1,0,0,0.5,0.5,0,0
2174,28,Sat,2022-03-05,Wolves,0,Crystal Palace,0,Molineux Stadium,0,https://fbref.com/en/stathead/matchup/squads/8cec06e1/47c64c55/Wolverhampton-Wanderers-vs-Crystal-Palace-History,0,0,2174,1,1,0,0,0.5,0.5,0,0
2175,28,Sat,2022-03-05,Manchester City,0,Manchester Utd,0,Etihad Stadium,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/19538871/Manchester-Derby-Manchester-City-vs-Manchester-United-History,0,0,2175,1,1,0,0,0.5,0.5,0,0
2176,28,Sat,2022-03-05,Liverpool,0,West Ham,0,Anfield,0,https://fbref.com/en/stathead/matchup/squads/822bd0ba/7c21e445/Liverpool-vs-West-Ham-United-History,0,0,2176,1,1,0,0,0.5,0.5,0,0
2177,28,Sat,2022-03-05,Leicester City,0,Leeds United,0,King Power Stadium,0,https://fbref.com/en/stathead/matchup/squads/a2d435b3/5bfb9659/Leicester-City-vs-Leeds-United-History,0,0,2177,1,1,0,0,0.5,0.5,0,0
2178,28,Sat,2022-03-05,Watford,0,Arsenal,0,Vicarage Road Stadium,0,https://fbref.com/en/stathead/matchup/squads/2abfe087/18bb7c10/Watford-vs-Arsenal-History,0,0,2178,1,1,0,0,0.5,0.5,0,0
2179,28,Sat,2022-03-05,Burnley,0,Chelsea,0,Turf Moor,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/943e8050/Chelsea-vs-Burnley-History,0,0,2179,1,1,0,0,0.5,0.5,0,0
2180,29,Sat,2022-03-12,Leeds United,0,Norwich City,0,Elland Road,0,https://fbref.com/en/stathead/matchup/squads/5bfb9659/1c781004/Leeds-United-vs-Norwich-City-History,0,0,2180,1,1,0,0,0.5,0.5,0,0
2181,29,Sat,2022-03-12,Chelsea,0,Newcastle Utd,0,Stamford Bridge,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/b2b47a98/Chelsea-vs-Newcastle-United-History,0,0,2181,1,1,0,0,0.5,0.5,0,0
2182,29,Sat,2022-03-12,Crystal Palace,0,Manchester City,0,Selhurst Park,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/47c64c55/Manchester-City-vs-Crystal-Palace-History,0,0,2182,1,1,0,0,0.5,0.5,0,0
2183,29,Sat,2022-03-12,West Ham,0,Aston Villa,0,London Stadium,0,https://fbref.com/en/stathead/matchup/squads/8602292d/7c21e445/Aston-Villa-vs-West-Ham-United-History,0,0,2183,1,1,0,0,0.5,0.5,0,0
2184,29,Sat,2022-03-12,Brentford,0,Burnley,0,Brentford Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/cd051869/943e8050/Brentford-vs-Burnley-History,0,0,2184,1,1,0,0,0.5,0.5,0,0
2185,29,Sat,2022-03-12,Everton,0,Wolves,0,Goodison Park,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/8cec06e1/Everton-vs-Wolverhampton-Wanderers-History,0,0,2185,1,1,0,0,0.5,0.5,0,0
2186,29,Sat,2022-03-12,Southampton,0,Watford,0,St. Mary's Stadium,0,https://fbref.com/en/stathead/matchup/squads/33c895d4/2abfe087/Southampton-vs-Watford-History,0,0,2186,1,1,0,0,0.5,0.5,0,0
2187,29,Sat,2022-03-12,Brighton,0,Liverpool,0,The American Express Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/822bd0ba/Brighton-and-Hove-Albion-vs-Liverpool-History,0,0,2187,1,1,0,0,0.5,0.5,0,0
2188,29,Sat,2022-03-12,Arsenal,0,Leicester City,0,Emirates Stadium,0,https://fbref.com/en/stathead/matchup/squads/a2d435b3/18bb7c10/Leicester-City-vs-Arsenal-History,0,0,2188,1,1,0,0,0.5,0.5,0,0
2189,29,Sat,2022-03-12,Manchester Utd,0,Tottenham,0,Old Trafford,0,https://fbref.com/en/stathead/matchup/squads/361ca564/19538871/Tottenham-Hotspur-vs-Manchester-United-History,0,0,2189,1,1,0,0,0.5,0.5,0,0
2190,30,Sat,2022-03-19,Newcastle Utd,0,Crystal Palace,0,St. James' Park,0,https://fbref.com/en/stathead/matchup/squads/b2b47a98/47c64c55/Newcastle-United-vs-Crystal-Palace-History,0,0,2190,1,1,0,0,0.5,0.5,0,0
2191,30,Sat,2022-03-19,Watford,0,Everton,0,Vicarage Road Stadium,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/2abfe087/Everton-vs-Watford-History,0,0,2191,1,1,0,0,0.5,0.5,0,0
2192,30,Sat,2022-03-19,Norwich City,0,Chelsea,0,Carrow Road,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/1c781004/Chelsea-vs-Norwich-City-History,0,0,2192,1,1,0,0,0.5,0.5,0,0
2193,30,Sat,2022-03-19,Aston Villa,0,Arsenal,0,Villa Park,0,https://fbref.com/en/stathead/matchup/squads/8602292d/18bb7c10/Aston-Villa-vs-Arsenal-History,0,0,2193,1,1,0,0,0.5,0.5,0,0
2194,30,Sat,2022-03-19,Leicester City,0,Brentford,0,King Power Stadium,0,https://fbref.com/en/stathead/matchup/squads/cd051869/a2d435b3/Brentford-vs-Leicester-City-History,0,0,2194,1,1,0,0,0.5,0.5,0,0
2195,30,Sat,2022-03-19,Burnley,0,Southampton,0,Turf Moor,0,https://fbref.com/en/stathead/matchup/squads/943e8050/33c895d4/Burnley-vs-Southampton-History,0,0,2195,1,1,0,0,0.5,0.5,0,0
2196,30,Sat,2022-03-19,Tottenham,0,West Ham,0,Tottenham Hotspur Stadium,0,https://fbref.com/en/stathead/matchup/squads/7c21e445/361ca564/West-Ham-United-vs-Tottenham-Hotspur-History,0,0,2196,1,1,0,0,0.5,0.5,0,0
2197,30,Sat,2022-03-19,Manchester City,0,Brighton,0,Etihad Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/b8fd03ef/Brighton-and-Hove-Albion-vs-Manchester-City-History,0,0,2197,1,1,0,0,0.5,0.5,0,0
2198,30,Sat,2022-03-19,Wolves,0,Leeds United,0,Molineux Stadium,0,https://fbref.com/en/stathead/matchup/squads/8cec06e1/5bfb9659/Wolverhampton-Wanderers-vs-Leeds-United-History,0,0,2198,1,1,0,0,0.5,0.5,0,0
2199,30,Sat,2022-03-19,Liverpool,0,Manchester Utd,0,Anfield,0,https://fbref.com/en/stathead/matchup/squads/822bd0ba/19538871/North-West-Derby-Liverpool-vs-Manchester-United-History,0,0,2199,1,1,0,0,0.5,0.5,0,0
2200,31,Sat,2022-04-02,Burnley,0,Manchester City,0,Turf Moor,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/943e8050/Manchester-City-vs-Burnley-History,0,0,2200,1,1,0,0,0.5,0.5,0,0
2201,31,Sat,2022-04-02,Crystal Palace,0,Arsenal,0,Selhurst Park,0,https://fbref.com/en/stathead/matchup/squads/47c64c55/18bb7c10/Crystal-Palace-vs-Arsenal-History,0,0,2201,1,1,0,0,0.5,0.5,0,0
2202,31,Sat,2022-04-02,Manchester Utd,0,Leicester City,0,Old Trafford,0,https://fbref.com/en/stathead/matchup/squads/a2d435b3/19538871/Leicester-City-vs-Manchester-United-History,0,0,2202,1,1,0,0,0.5,0.5,0,0
2203,31,Sat,2022-04-02,Liverpool,0,Watford,0,Anfield,0,https://fbref.com/en/stathead/matchup/squads/822bd0ba/2abfe087/Liverpool-vs-Watford-History,0,0,2203,1,1,0,0,0.5,0.5,0,0
2204,31,Sat,2022-04-02,Brighton,0,Norwich City,0,The American Express Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/1c781004/Brighton-and-Hove-Albion-vs-Norwich-City-History,0,0,2204,1,1,0,0,0.5,0.5,0,0
2205,31,Sat,2022-04-02,Chelsea,0,Brentford,0,Stamford Bridge,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/cd051869/Chelsea-vs-Brentford-History,0,0,2205,1,1,0,0,0.5,0.5,0,0
2206,31,Sat,2022-04-02,Wolves,0,Aston Villa,0,Molineux Stadium,0,https://fbref.com/en/stathead/matchup/squads/8cec06e1/8602292d/Wolverhampton-Wanderers-vs-Aston-Villa-History,0,0,2206,1,1,0,0,0.5,0.5,0,0
2207,31,Sat,2022-04-02,West Ham,0,Everton,0,London Stadium,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/7c21e445/Everton-vs-West-Ham-United-History,0,0,2207,1,1,0,0,0.5,0.5,0,0
2208,31,Sat,2022-04-02,Tottenham,0,Newcastle Utd,0,Tottenham Hotspur Stadium,0,https://fbref.com/en/stathead/matchup/squads/b2b47a98/361ca564/Newcastle-United-vs-Tottenham-Hotspur-History,0,0,2208,1,1,0,0,0.5,0.5,0,0
2209,31,Sat,2022-04-02,Leeds United,0,Southampton,0,Elland Road,0,https://fbref.com/en/stathead/matchup/squads/5bfb9659/33c895d4/Leeds-United-vs-Southampton-History,0,0,2209,1,1,0,0,0.5,0.5,0,0
2210,32,Sat,2022-04-09,Everton,0,Manchester Utd,0,Goodison Park,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/19538871/Everton-vs-Manchester-United-History,0,0,2210,1,1,0,0,0.5,0.5,0,0
2211,32,Sat,2022-04-09,Norwich City,0,Burnley,0,Carrow Road,0,https://fbref.com/en/stathead/matchup/squads/943e8050/1c781004/Burnley-vs-Norwich-City-History,0,0,2211,1,1,0,0,0.5,0.5,0,0
2212,32,Sat,2022-04-09,Leicester City,0,Crystal Palace,0,King Power Stadium,0,https://fbref.com/en/stathead/matchup/squads/a2d435b3/47c64c55/Leicester-City-vs-Crystal-Palace-History,0,0,2212,1,1,0,0,0.5,0.5,0,0
2213,32,Sat,2022-04-09,Newcastle Utd,0,Wolves,0,St. James' Park,0,https://fbref.com/en/stathead/matchup/squads/b2b47a98/8cec06e1/Newcastle-United-vs-Wolverhampton-Wanderers-History,0,0,2213,1,1,0,0,0.5,0.5,0,0
2214,32,Sat,2022-04-09,Manchester City,0,Liverpool,0,Etihad Stadium,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/822bd0ba/Manchester-City-vs-Liverpool-History,0,0,2214,1,1,0,0,0.5,0.5,0,0
2215,32,Sat,2022-04-09,Arsenal,0,Brighton,0,Emirates Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/18bb7c10/Brighton-and-Hove-Albion-vs-Arsenal-History,0,0,2215,1,1,0,0,0.5,0.5,0,0
2216,32,Sat,2022-04-09,Aston Villa,0,Tottenham,0,Villa Park,0,https://fbref.com/en/stathead/matchup/squads/8602292d/361ca564/Aston-Villa-vs-Tottenham-Hotspur-History,0,0,2216,1,1,0,0,0.5,0.5,0,0
2217,32,Sat,2022-04-09,Watford,0,Leeds United,0,Vicarage Road Stadium,0,https://fbref.com/en/stathead/matchup/squads/5bfb9659/2abfe087/Leeds-United-vs-Watford-History,0,0,2217,1,1,0,0,0.5,0.5,0,0
2218,32,Sat,2022-04-09,Southampton,0,Chelsea,0,St. Mary's Stadium,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/33c895d4/Chelsea-vs-Southampton-History,0,0,2218,1,1,0,0,0.5,0.5,0,0
2219,32,Sat,2022-04-09,Brentford,0,West Ham,0,Brentford Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/cd051869/7c21e445/Brentford-vs-West-Ham-United-History,0,0,2219,1,1,0,0,0.5,0.5,0,0
2220,33,Sat,2022-04-16,Tottenham,0,Brighton,0,Tottenham Hotspur Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/361ca564/Brighton-and-Hove-Albion-vs-Tottenham-Hotspur-History,0,0,2220,1,1,0,0,0.5,0.5,0,0
2221,33,Sat,2022-04-16,Aston Villa,0,Liverpool,0,Villa Park,0,https://fbref.com/en/stathead/matchup/squads/8602292d/822bd0ba/Aston-Villa-vs-Liverpool-History,0,0,2221,1,1,0,0,0.5,0.5,0,0
2222,33,Sat,2022-04-16,Newcastle Utd,0,Leicester City,0,St. James' Park,0,https://fbref.com/en/stathead/matchup/squads/b2b47a98/a2d435b3/Newcastle-United-vs-Leicester-City-History,0,0,2222,1,1,0,0,0.5,0.5,0,0
2223,33,Sat,2022-04-16,West Ham,0,Burnley,0,London Stadium,0,https://fbref.com/en/stathead/matchup/squads/943e8050/7c21e445/Burnley-vs-West-Ham-United-History,0,0,2223,1,1,0,0,0.5,0.5,0,0
2224,33,Sat,2022-04-16,Leeds United,0,Chelsea,0,Elland Road,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/5bfb9659/Chelsea-vs-Leeds-United-History,0,0,2224,1,1,0,0,0.5,0.5,0,0
2225,33,Sat,2022-04-16,Manchester Utd,0,Norwich City,0,Old Trafford,0,https://fbref.com/en/stathead/matchup/squads/1c781004/19538871/Norwich-City-vs-Manchester-United-History,0,0,2225,1,1,0,0,0.5,0.5,0,0
2226,33,Sat,2022-04-16,Wolves,0,Manchester City,0,Molineux Stadium,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/8cec06e1/Manchester-City-vs-Wolverhampton-Wanderers-History,0,0,2226,1,1,0,0,0.5,0.5,0,0
2227,33,Sat,2022-04-16,Southampton,0,Arsenal,0,St. Mary's Stadium,0,https://fbref.com/en/stathead/matchup/squads/33c895d4/18bb7c10/Southampton-vs-Arsenal-History,0,0,2227,1,1,0,0,0.5,0.5,0,0
2228,33,Sat,2022-04-16,Everton,0,Crystal Palace,0,Goodison Park,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/47c64c55/Everton-vs-Crystal-Palace-History,0,0,2228,1,1,0,0,0.5,0.5,0,0
2229,33,Sat,2022-04-16,Watford,0,Brentford,0,Vicarage Road Stadium,0,https://fbref.com/en/stathead/matchup/squads/cd051869/2abfe087/Brentford-vs-Watford-History,0,0,2229,1,1,0,0,0.5,0.5,0,0
2230,34,Sat,2022-04-23,Chelsea,0,West Ham,0,Stamford Bridge,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/7c21e445/Chelsea-vs-West-Ham-United-History,0,0,2230,1,1,0,0,0.5,0.5,0,0
2231,34,Sat,2022-04-23,Burnley,0,Wolves,0,Turf Moor,0,https://fbref.com/en/stathead/matchup/squads/943e8050/8cec06e1/Burnley-vs-Wolverhampton-Wanderers-History,0,0,2231,1,1,0,0,0.5,0.5,0,0
2232,34,Sat,2022-04-23,Brighton,0,Southampton,0,The American Express Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/33c895d4/Brighton-and-Hove-Albion-vs-Southampton-History,0,0,2232,1,1,0,0,0.5,0.5,0,0
2233,34,Sat,2022-04-23,Arsenal,0,Manchester Utd,0,Emirates Stadium,0,https://fbref.com/en/stathead/matchup/squads/19538871/18bb7c10/Manchester-United-vs-Arsenal-History,0,0,2233,1,1,0,0,0.5,0.5,0,0
2234,34,Sat,2022-04-23,Leicester City,0,Aston Villa,0,King Power Stadium,0,https://fbref.com/en/stathead/matchup/squads/a2d435b3/8602292d/Leicester-City-vs-Aston-Villa-History,0,0,2234,1,1,0,0,0.5,0.5,0,0
2235,34,Sat,2022-04-23,Manchester City,0,Watford,0,Etihad Stadium,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/2abfe087/Manchester-City-vs-Watford-History,0,0,2235,1,1,0,0,0.5,0.5,0,0
2236,34,Sat,2022-04-23,Crystal Palace,0,Leeds United,0,Selhurst Park,0,https://fbref.com/en/stathead/matchup/squads/5bfb9659/47c64c55/Leeds-United-vs-Crystal-Palace-History,0,0,2236,1,1,0,0,0.5,0.5,0,0
2237,34,Sat,2022-04-23,Norwich City,0,Newcastle Utd,0,Carrow Road,0,https://fbref.com/en/stathead/matchup/squads/b2b47a98/1c781004/Newcastle-United-vs-Norwich-City-History,0,0,2237,1,1,0,0,0.5,0.5,0,0
2238,34,Sat,2022-04-23,Brentford,0,Tottenham,0,Brentford Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/cd051869/361ca564/Brentford-vs-Tottenham-Hotspur-History,0,0,2238,1,1,0,0,0.5,0.5,0,0
2239,34,Sat,2022-04-23,Liverpool,0,Everton,0,Anfield,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/822bd0ba/Merseyside-Derby-Everton-vs-Liverpool-History,0,0,2239,1,1,0,0,0.5,0.5,0,0
2240,35,Sat,2022-04-30,Southampton,0,Crystal Palace,0,St. Mary's Stadium,0,https://fbref.com/en/stathead/matchup/squads/47c64c55/33c895d4/Crystal-Palace-vs-Southampton-History,0,0,2240,1,1,0,0,0.5,0.5,0,0
2241,35,Sat,2022-04-30,Everton,0,Chelsea,0,Goodison Park,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/cff3d9bb/Everton-vs-Chelsea-History,0,0,2241,1,1,0,0,0.5,0.5,0,0
2242,35,Sat,2022-04-30,Tottenham,0,Leicester City,0,Tottenham Hotspur Stadium,0,https://fbref.com/en/stathead/matchup/squads/a2d435b3/361ca564/Leicester-City-vs-Tottenham-Hotspur-History,0,0,2242,1,1,0,0,0.5,0.5,0,0
2243,35,Sat,2022-04-30,Manchester Utd,0,Brentford,0,Old Trafford,0,https://fbref.com/en/stathead/matchup/squads/cd051869/19538871/Brentford-vs-Manchester-United-History,0,0,2243,1,1,0,0,0.5,0.5,0,0
2244,35,Sat,2022-04-30,Leeds United,0,Manchester City,0,Elland Road,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/5bfb9659/Manchester-City-vs-Leeds-United-History,0,0,2244,1,1,0,0,0.5,0.5,0,0
2245,35,Sat,2022-04-30,Watford,0,Burnley,0,Vicarage Road Stadium,0,https://fbref.com/en/stathead/matchup/squads/943e8050/2abfe087/Burnley-vs-Watford-History,0,0,2245,1,1,0,0,0.5,0.5,0,0
2246,35,Sat,2022-04-30,Aston Villa,0,Norwich City,0,Villa Park,0,https://fbref.com/en/stathead/matchup/squads/8602292d/1c781004/Aston-Villa-vs-Norwich-City-History,0,0,2246,1,1,0,0,0.5,0.5,0,0
2247,35,Sat,2022-04-30,Wolves,0,Brighton,0,Molineux Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/8cec06e1/Brighton-and-Hove-Albion-vs-Wolverhampton-Wanderers-History,0,0,2247,1,1,0,0,0.5,0.5,0,0
2248,35,Sat,2022-04-30,West Ham,0,Arsenal,0,London Stadium,0,https://fbref.com/en/stathead/matchup/squads/7c21e445/18bb7c10/West-Ham-United-vs-Arsenal-History,0,0,2248,1,1,0,0,0.5,0.5,0,0
2249,35,Sat,2022-04-30,Newcastle Utd,0,Liverpool,0,St. James' Park,0,https://fbref.com/en/stathead/matchup/squads/b2b47a98/822bd0ba/Newcastle-United-vs-Liverpool-History,0,0,2249,1,1,0,0,0.5,0.5,0,0
2250,36,Sat,2022-05-07,Leicester City,0,Everton,0,King Power Stadium,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/a2d435b3/Everton-vs-Leicester-City-History,0,0,2250,1,1,0,0,0.5,0.5,0,0
2251,36,Sat,2022-05-07,Brentford,0,Southampton,0,Brentford Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/cd051869/33c895d4/Brentford-vs-Southampton-History,0,0,2251,1,1,0,0,0.5,0.5,0,0
2252,36,Sat,2022-05-07,Manchester City,0,Newcastle Utd,0,Etihad Stadium,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/b2b47a98/Manchester-City-vs-Newcastle-United-History,0,0,2252,1,1,0,0,0.5,0.5,0,0
2253,36,Sat,2022-05-07,Brighton,0,Manchester Utd,0,The American Express Community Stadium,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/19538871/Brighton-and-Hove-Albion-vs-Manchester-United-History,0,0,2253,1,1,0,0,0.5,0.5,0,0
2254,36,Sat,2022-05-07,Norwich City,0,West Ham,0,Carrow Road,0,https://fbref.com/en/stathead/matchup/squads/7c21e445/1c781004/West-Ham-United-vs-Norwich-City-History,0,0,2254,1,1,0,0,0.5,0.5,0,0
2255,36,Sat,2022-05-07,Crystal Palace,0,Watford,0,Selhurst Park,0,https://fbref.com/en/stathead/matchup/squads/47c64c55/2abfe087/Crystal-Palace-vs-Watford-History,0,0,2255,1,1,0,0,0.5,0.5,0,0
2256,36,Sat,2022-05-07,Liverpool,0,Tottenham,0,Anfield,0,https://fbref.com/en/stathead/matchup/squads/822bd0ba/361ca564/Liverpool-vs-Tottenham-Hotspur-History,0,0,2256,1,1,0,0,0.5,0.5,0,0
2257,36,Sat,2022-05-07,Chelsea,0,Wolves,0,Stamford Bridge,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/8cec06e1/Chelsea-vs-Wolverhampton-Wanderers-History,0,0,2257,1,1,0,0,0.5,0.5,0,0
2258,36,Sat,2022-05-07,Burnley,0,Aston Villa,0,Turf Moor,0,https://fbref.com/en/stathead/matchup/squads/943e8050/8602292d/Burnley-vs-Aston-Villa-History,0,0,2258,1,1,0,0,0.5,0.5,0,0
2259,36,Sat,2022-05-07,Arsenal,0,Leeds United,0,Emirates Stadium,0,https://fbref.com/en/stathead/matchup/squads/5bfb9659/18bb7c10/Leeds-United-vs-Arsenal-History,0,0,2259,1,1,0,0,0.5,0.5,0,0
2260,37,Sun,2022-05-15,Everton,0,Brentford,0,Goodison Park,0,https://fbref.com/en/stathead/matchup/squads/d3fd31cc/cd051869/Everton-vs-Brentford-History,0,0,2260,1,1,0,0,0.5,0.5,0,0
2261,37,Sun,2022-05-15,Manchester Utd,0,Chelsea,0,Old Trafford,0,https://fbref.com/en/stathead/matchup/squads/cff3d9bb/19538871/Chelsea-vs-Manchester-United-History,0,0,2261,1,1,0,0,0.5,0.5,0,0
2262,37,Sun,2022-05-15,Leeds United,0,Brighton,0,Elland Road,0,https://fbref.com/en/stathead/matchup/squads/d07537b9/5bfb9659/Brighton-and-Hove-Albion-vs-Leeds-United-History,0,0,2262,1,1,0,0,0.5,0.5,0,0
2263,37,Sun,2022-05-15,Aston Villa,0,Crystal Palace,0,Villa Park,0,https://fbref.com/en/stathead/matchup/squads/8602292d/47c64c55/Aston-Villa-vs-Crystal-Palace-History,0,0,2263,1,1,0,0,0.5,0.5,0,0
2264,37,Sun,2022-05-15,Watford,0,Leicester City,0,Vicarage Road Stadium,0,https://fbref.com/en/stathead/matchup/squads/a2d435b3/2abfe087/Leicester-City-vs-Watford-History,0,0,2264,1,1,0,0,0.5,0.5,0,0
2265,37,Sun,2022-05-15,Southampton,0,Liverpool,0,St. Mary's Stadium,0,https://fbref.com/en/stathead/matchup/squads/822bd0ba/33c895d4/Liverpool-vs-Southampton-History,0,0,2265,1,1,0,0,0.5,0.5,0,0
2266,37,Sun,2022-05-15,West Ham,0,Manchester City,0,London Stadium,0,https://fbref.com/en/stathead/matchup/squads/b8fd03ef/7c21e445/Manchester-City-vs-West-Ham-United-History,0,0,2266,1,1,0,0,0.5,0.5,0,0
2267,37,Sun,2022-05-15,Wolves,0,Norwich City,0,Molineux Stadium,0,https://fbref.com/en/stathead/matchup/squads/8cec06e1/1c781004/Wolverhampton-Wanderers-vs-Norwich-City-History,0,0,2267,1,1,0,0,0.5,0.5,0,0
